,Name,Description,Price,Type
4410,Toyota Corolla LE 2007 Red,"Accidental free, First Body
Direct Tokunbo
Gear and Engine working perfectly. 
Lagos tincan...","? 8,500,000",Foreign Used
4411,Toyota Venza AWD 2010 Gray,Its in excellent condition. A buy and drive. Hurry while offer last,"? 11,200,000",Local Used
4412,Toyota Corolla 2013 Blue,"Newly arrived Toyota Corolla,
2013 model,Automatic transmission,
Very clean blue ,
With fully fabric...","? 13,500,000",Foreign Used
4413,Nissan Armada 2008 Gray,"Fully Registered Nissan Armada Flex Fuel F150
2008 Model","? 9,000,000",Local Used
4414,Toyota Corolla 2015 Blue,Clean toks toyota Corolla 2015 SE with clean interior and powerful sound engine n gear n chilling...,"? 15,700,000",Foreign Used
4415,Mercedes-Benz C300 Base C300 RWD Coupe 2019 White,"Foreign used
With fully paid duty","? 45,000,000",Foreign Used
4416,Toyota Venza 2011 Gray,"REGISTERED**
Toyota Venza 2011
 **4PLUGS**
* ?THUMBSTART 
* ?Prefect engine and gear 
* ?First body...","? 12,550,000",Local Used
4417,Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 White,GLE350 keyless sunroof power both and many more,"? 40,000,000",Foreign Used
4418,Toyota Camry 2010 Gray,Direct belgium neatly used for only 16months. Registered till july 2025. Buy and drive to...,"? 8,500,000",Foreign Used
4419,Lexus RX 330 2006 Silver,"The car is very clean in out, accident free with romantic interior, exterior, factory fitted DVD,...","? 12,500,000",Foreign Used
4420,Mercedes-Benz M Class 2006 Black,"Direct foreign , neat car , perfectly working , no issues","? 10,500,000",Foreign Used
4421,BMW 330i 2021 Black,"Extremely clean and sound 2021 Foreign used BMW 330i
Properly documented 
With original custom duty...","? 43,000,000",Foreign Used
4422,Lexus ES 350 2008 Silver,Car in perfect condition buy & drive everything working perfectly fine engine gear untouched...,"? 8,600,000",Local Used
4423,Honda Accord 2018 White,"Registered Belgium standard Honda Accord 2018. V4 engine. Untouched engine and gear. First body, AC...","? 14,900,000",Foreign Used
4424,Lexus RX 350 2012 Black,"Very clean Lexus RX 350 2012 model with thumbstart black color 
Accident free
Good and neat...","? 20,500,000",Foreign Used
4425,Mercedes-Benz C450 2016 White,Mercedes Benz C450 Foreign used for sale now in abuja clean title,"? 43,000,000",Foreign Used
4426,Mercedes-Benz M Class ML 350 4Matic 2012 Brown,"Tokunbo 2012 Mercedes-Benz ML 350, Brown Color, Keyless Entry, Accident Free, Run and Drive, Clean...","? 25,200,000",Foreign Used
4427,Volkswagen Passat 2.0 Sedan 2010 Gray,"Foreign Used, 
Fastest finger
Nothing to fix
Buy and drive
Serious buyer only","? 9,200,000",Foreign Used
4428,Mercedes-Benz GLE-Class 2017 Black,"This is a clean tittle accident free with two keys buy and drive ,no single fault light on dashboard...","? 43,550,000",Foreign Used
4429,Lexus GX 460 Base 2015 Gray,2015 Lexus GX460 2015 accident free very clean inside and outside the AC is cooling very fine all...,"? 48,000,000",Foreign Used
4430,Toyota Corolla LE 2007 Red,"Accidental free, First Body
Direct Tokunbo
Gear and Engine working perfectly. 
Lagos tincan...","? 8,500,000",Foreign Used
4431,Toyota Venza AWD 2010 Gray,Its in excellent condition. A buy and drive. Hurry while offer last,"? 11,200,000",Local Used
4432,Toyota Corolla 2013 Blue,"Newly arrived Toyota Corolla,
2013 model,Automatic transmission,
Very clean blue ,
With fully fabric...","? 13,500,000",Foreign Used
4433,Nissan Armada 2008 Gray,"Fully Registered Nissan Armada Flex Fuel F150
2008 Model","? 9,000,000",Local Used
4434,Toyota Corolla 2015 Blue,Clean toks toyota Corolla 2015 SE with clean interior and powerful sound engine n gear n chilling...,"? 15,700,000",Foreign Used
4435,Mercedes-Benz C300 Base C300 RWD Coupe 2019 White,"Foreign used
With fully paid duty","? 45,000,000",Foreign Used
4436,Toyota Venza 2011 Gray,"REGISTERED**
Toyota Venza 2011
 **4PLUGS**
* ?THUMBSTART 
* ?Prefect engine and gear 
* ?First body...","? 12,550,000",Local Used
4437,Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 White,GLE350 keyless sunroof power both and many more,"? 40,000,000",Foreign Used
4438,Toyota Camry 2010 Gray,Direct belgium neatly used for only 16months. Registered till july 2025. Buy and drive to...,"? 8,500,000",Foreign Used
4439,Lexus RX 330 2006 Silver,"The car is very clean in out, accident free with romantic interior, exterior, factory fitted DVD,...","? 12,500,000",Foreign Used
4440,Mercedes-Benz M Class 2006 Black,"Direct foreign , neat car , perfectly working , no issues","? 10,500,000",Foreign Used
4441,BMW 330i 2021 Black,"Extremely clean and sound 2021 Foreign used BMW 330i
Properly documented 
With original custom duty...","? 43,000,000",Foreign Used
4442,Lexus ES 350 2008 Silver,Car in perfect condition buy & drive everything working perfectly fine engine gear untouched...,"? 8,600,000",Local Used
4443,Honda Accord 2018 White,"Registered Belgium standard Honda Accord 2018. V4 engine. Untouched engine and gear. First body, AC...","? 14,900,000",Foreign Used
4444,Lexus RX 350 2012 Black,"Very clean Lexus RX 350 2012 model with thumbstart black color 
Accident free
Good and neat...","? 20,500,000",Foreign Used
4445,Mercedes-Benz C450 2016 White,Mercedes Benz C450 Foreign used for sale now in abuja clean title,"? 43,000,000",Foreign Used
4446,Mercedes-Benz M Class ML 350 4Matic 2012 Brown,"Tokunbo 2012 Mercedes-Benz ML 350, Brown Color, Keyless Entry, Accident Free, Run and Drive, Clean...","? 25,200,000",Foreign Used
4447,Volkswagen Passat 2.0 Sedan 2010 Gray,"Foreign Used, 
Fastest finger
Nothing to fix
Buy and drive
Serious buyer only","? 9,200,000",Foreign Used
4448,Mercedes-Benz GLE-Class 2017 Black,"This is a clean tittle accident free with two keys buy and drive ,no single fault light on dashboard...","? 43,550,000",Foreign Used
4449,Lexus GX 460 Base 2015 Gray,2015 Lexus GX460 2015 accident free very clean inside and outside the AC is cooling very fine all...,"? 48,000,000",Foreign Used
4450,Toyota Corolla LE 2007 Red,"Accidental free, First Body
Direct Tokunbo
Gear and Engine working perfectly. 
Lagos tincan...","? 8,500,000",Foreign Used
4451,Toyota Venza AWD 2010 Gray,Its in excellent condition. A buy and drive. Hurry while offer last,"? 11,200,000",Local Used
4452,Toyota Corolla 2013 Blue,"Newly arrived Toyota Corolla,
2013 model,Automatic transmission,
Very clean blue ,
With fully fabric...","? 13,500,000",Foreign Used
4453,Nissan Armada 2008 Gray,"Fully Registered Nissan Armada Flex Fuel F150
2008 Model","? 9,000,000",Local Used
4454,Toyota Corolla 2015 Blue,Clean toks toyota Corolla 2015 SE with clean interior and powerful sound engine n gear n chilling...,"? 15,700,000",Foreign Used
4455,Mercedes-Benz C300 Base C300 RWD Coupe 2019 White,"Foreign used
With fully paid duty","? 45,000,000",Foreign Used
4456,Toyota Venza 2011 Gray,"REGISTERED**
Toyota Venza 2011
 **4PLUGS**
* ?THUMBSTART 
* ?Prefect engine and gear 
* ?First body...","? 12,550,000",Local Used
4457,Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 White,GLE350 keyless sunroof power both and many more,"? 40,000,000",Foreign Used
4458,Toyota Camry 2010 Gray,Direct belgium neatly used for only 16months. Registered till july 2025. Buy and drive to...,"? 8,500,000",Foreign Used
4459,Lexus RX 330 2006 Silver,"The car is very clean in out, accident free with romantic interior, exterior, factory fitted DVD,...","? 12,500,000",Foreign Used
4460,Mercedes-Benz M Class 2006 Black,"Direct foreign , neat car , perfectly working , no issues","? 10,500,000",Foreign Used
4461,BMW 330i 2021 Black,"Extremely clean and sound 2021 Foreign used BMW 330i
Properly documented 
With original custom duty...","? 43,000,000",Foreign Used
4462,Lexus ES 350 2008 Silver,Car in perfect condition buy & drive everything working perfectly fine engine gear untouched...,"? 8,600,000",Local Used
4463,Honda Accord 2018 White,"Registered Belgium standard Honda Accord 2018. V4 engine. Untouched engine and gear. First body, AC...","? 14,900,000",Foreign Used
4464,Lexus RX 350 2012 Black,"Very clean Lexus RX 350 2012 model with thumbstart black color 
Accident free
Good and neat...","? 20,500,000",Foreign Used
4465,Mercedes-Benz C450 2016 White,Mercedes Benz C450 Foreign used for sale now in abuja clean title,"? 43,000,000",Foreign Used
4466,Mercedes-Benz M Class ML 350 4Matic 2012 Brown,"Tokunbo 2012 Mercedes-Benz ML 350, Brown Color, Keyless Entry, Accident Free, Run and Drive, Clean...","? 25,200,000",Foreign Used
4467,Volkswagen Passat 2.0 Sedan 2010 Gray,"Foreign Used, 
Fastest finger
Nothing to fix
Buy and drive
Serious buyer only","? 9,200,000",Foreign Used
4468,Mercedes-Benz GLE-Class 2017 Black,"This is a clean tittle accident free with two keys buy and drive ,no single fault light on dashboard...","? 43,550,000",Foreign Used
4469,Lexus GX 460 Base 2015 Gray,2015 Lexus GX460 2015 accident free very clean inside and outside the AC is cooling very fine all...,"? 48,000,000",Foreign Used
4470,Toyota Corolla LE 2007 Red,"Accidental free, First Body
Direct Tokunbo
Gear and Engine working perfectly. 
Lagos tincan...","? 8,500,000",Foreign Used
4471,Toyota Venza AWD 2010 Gray,Its in excellent condition. A buy and drive. Hurry while offer last,"? 11,200,000",Local Used
4472,Toyota Corolla 2013 Blue,"Newly arrived Toyota Corolla,
2013 model,Automatic transmission,
Very clean blue ,
With fully fabric...","? 13,500,000",Foreign Used
4473,Nissan Armada 2008 Gray,"Fully Registered Nissan Armada Flex Fuel F150
2008 Model","? 9,000,000",Local Used
4474,Toyota Corolla 2015 Blue,Clean toks toyota Corolla 2015 SE with clean interior and powerful sound engine n gear n chilling...,"? 15,700,000",Foreign Used
4475,Mercedes-Benz C300 Base C300 RWD Coupe 2019 White,"Foreign used
With fully paid duty","? 45,000,000",Foreign Used
4476,Toyota Venza 2011 Gray,"REGISTERED**
Toyota Venza 2011
 **4PLUGS**
* ?THUMBSTART 
* ?Prefect engine and gear 
* ?First body...","? 12,550,000",Local Used
4477,Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 White,GLE350 keyless sunroof power both and many more,"? 40,000,000",Foreign Used
4478,Toyota Camry 2010 Gray,Direct belgium neatly used for only 16months. Registered till july 2025. Buy and drive to...,"? 8,500,000",Foreign Used
4479,Lexus RX 330 2006 Silver,"The car is very clean in out, accident free with romantic interior, exterior, factory fitted DVD,...","? 12,500,000",Foreign Used
4480,Mercedes-Benz M Class 2006 Black,"Direct foreign , neat car , perfectly working , no issues","? 10,500,000",Foreign Used
4481,BMW 330i 2021 Black,"Extremely clean and sound 2021 Foreign used BMW 330i
Properly documented 
With original custom duty...","? 43,000,000",Foreign Used
4482,Lexus ES 350 2008 Silver,Car in perfect condition buy & drive everything working perfectly fine engine gear untouched...,"? 8,600,000",Local Used
4483,Honda Accord 2018 White,"Registered Belgium standard Honda Accord 2018. V4 engine. Untouched engine and gear. First body, AC...","? 14,900,000",Foreign Used
4484,Lexus RX 350 2012 Black,"Very clean Lexus RX 350 2012 model with thumbstart black color 
Accident free
Good and neat...","? 20,500,000",Foreign Used
4485,Mercedes-Benz C450 2016 White,Mercedes Benz C450 Foreign used for sale now in abuja clean title,"? 43,000,000",Foreign Used
4486,Mercedes-Benz M Class ML 350 4Matic 2012 Brown,"Tokunbo 2012 Mercedes-Benz ML 350, Brown Color, Keyless Entry, Accident Free, Run and Drive, Clean...","? 25,200,000",Foreign Used
4487,Volkswagen Passat 2.0 Sedan 2010 Gray,"Foreign Used, 
Fastest finger
Nothing to fix
Buy and drive
Serious buyer only","? 9,200,000",Foreign Used
4488,Mercedes-Benz GLE-Class 2017 Black,"This is a clean tittle accident free with two keys buy and drive ,no single fault light on dashboard...","? 43,550,000",Foreign Used
4489,Lexus GX 460 Base 2015 Gray,2015 Lexus GX460 2015 accident free very clean inside and outside the AC is cooling very fine all...,"? 48,000,000",Foreign Used
4490,Toyota Corolla LE 2007 Red,"Accidental free, First Body
Direct Tokunbo
Gear and Engine working perfectly. 
Lagos tincan...","? 8,500,000",Foreign Used
4491,Toyota Venza AWD 2010 Gray,Its in excellent condition. A buy and drive. Hurry while offer last,"? 11,200,000",Local Used
4492,Toyota Corolla 2013 Blue,"Newly arrived Toyota Corolla,
2013 model,Automatic transmission,
Very clean blue ,
With fully fabric...","? 13,500,000",Foreign Used
4493,Nissan Armada 2008 Gray,"Fully Registered Nissan Armada Flex Fuel F150
2008 Model","? 9,000,000",Local Used
4494,Toyota Corolla 2015 Blue,Clean toks toyota Corolla 2015 SE with clean interior and powerful sound engine n gear n chilling...,"? 15,700,000",Foreign Used
4495,Mercedes-Benz C300 Base C300 RWD Coupe 2019 White,"Foreign used
With fully paid duty","? 45,000,000",Foreign Used
4496,Toyota Venza 2011 Gray,"REGISTERED**
Toyota Venza 2011
 **4PLUGS**
* ?THUMBSTART 
* ?Prefect engine and gear 
* ?First body...","? 12,550,000",Local Used
4497,Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 White,GLE350 keyless sunroof power both and many more,"? 40,000,000",Foreign Used
4498,Toyota Camry 2010 Gray,Direct belgium neatly used for only 16months. Registered till july 2025. Buy and drive to...,"? 8,500,000",Foreign Used
4499,Lexus RX 330 2006 Silver,"The car is very clean in out, accident free with romantic interior, exterior, factory fitted DVD,...","? 12,500,000",Foreign Used
4500,Mercedes-Benz M Class 2006 Black,"Direct foreign , neat car , perfectly working , no issues","? 10,500,000",Foreign Used
4501,BMW 330i 2021 Black,"Extremely clean and sound 2021 Foreign used BMW 330i
Properly documented 
With original custom duty...","? 43,000,000",Foreign Used
4502,Lexus ES 350 2008 Silver,Car in perfect condition buy & drive everything working perfectly fine engine gear untouched...,"? 8,600,000",Local Used
4503,Honda Accord 2018 White,"Registered Belgium standard Honda Accord 2018. V4 engine. Untouched engine and gear. First body, AC...","? 14,900,000",Foreign Used
4504,Lexus RX 350 2012 Black,"Very clean Lexus RX 350 2012 model with thumbstart black color 
Accident free
Good and neat...","? 20,500,000",Foreign Used
4505,Mercedes-Benz C450 2016 White,Mercedes Benz C450 Foreign used for sale now in abuja clean title,"? 43,000,000",Foreign Used
4506,Mercedes-Benz M Class ML 350 4Matic 2012 Brown,"Tokunbo 2012 Mercedes-Benz ML 350, Brown Color, Keyless Entry, Accident Free, Run and Drive, Clean...","? 25,200,000",Foreign Used
4507,Volkswagen Passat 2.0 Sedan 2010 Gray,"Foreign Used, 
Fastest finger
Nothing to fix
Buy and drive
Serious buyer only","? 9,200,000",Foreign Used
4508,Mercedes-Benz GLE-Class 2017 Black,"This is a clean tittle accident free with two keys buy and drive ,no single fault light on dashboard...","? 43,550,000",Foreign Used
4509,Lexus GX 460 Base 2015 Gray,2015 Lexus GX460 2015 accident free very clean inside and outside the AC is cooling very fine all...,"? 48,000,000",Foreign Used
4510,Toyota Corolla LE 2007 Red,"Accidental free, First Body
Direct Tokunbo
Gear and Engine working perfectly. 
Lagos tincan...","? 8,500,000",Foreign Used
4511,Toyota Venza AWD 2010 Gray,Its in excellent condition. A buy and drive. Hurry while offer last,"? 11,200,000",Local Used
4512,Toyota Corolla 2013 Blue,"Newly arrived Toyota Corolla,
2013 model,Automatic transmission,
Very clean blue ,
With fully fabric...","? 13,500,000",Foreign Used
4513,Nissan Armada 2008 Gray,"Fully Registered Nissan Armada Flex Fuel F150
2008 Model","? 9,000,000",Local Used
4514,Toyota Corolla 2015 Blue,Clean toks toyota Corolla 2015 SE with clean interior and powerful sound engine n gear n chilling...,"? 15,700,000",Foreign Used
4515,Mercedes-Benz C300 Base C300 RWD Coupe 2019 White,"Foreign used
With fully paid duty","? 45,000,000",Foreign Used
4516,Toyota Venza 2011 Gray,"REGISTERED**
Toyota Venza 2011
 **4PLUGS**
* ?THUMBSTART 
* ?Prefect engine and gear 
* ?First body...","? 12,550,000",Local Used
4517,Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 White,GLE350 keyless sunroof power both and many more,"? 40,000,000",Foreign Used
4518,Toyota Camry 2010 Gray,Direct belgium neatly used for only 16months. Registered till july 2025. Buy and drive to...,"? 8,500,000",Foreign Used
4519,Lexus RX 330 2006 Silver,"The car is very clean in out, accident free with romantic interior, exterior, factory fitted DVD,...","? 12,500,000",Foreign Used
